#,Split,MedInc (std),House Value ($100k)
957,train,0.521182,1.441000
958,train,-0.250539,1.270000
959,train,-0.440273,1.521000
960,train,-0.416021,1.568000
961,train,-0.766693,1.049000
962,train,4.214409,5.000010
963,train,-0.025564,1.344000
964,train,4.279080,5.000010
965,train,1.442903,2.728000
966,train,-0.420988,1.516000
967,train,0.131623,3.626000
968,train,0.201947,1.692000
969,train,-0.317905,1.404000
970,train,-1.247394,0.437000
971,train,0.885379,1.360000
972,train,1.025976,2.644000
973,train,-0.069207,1.522000
974,train,-1.077896,1.375000
975,train,-0.930801,2.147000
976,train,-0.101278,1.709000
977,train,0.098759,2.362000
978,train,-0.037452,2.978000
979,train,-0.392456,0.885000
980,train,-0.784816,1.276000
981,train,-0.616533,0.802000
982,train,-0.319437,3.060000
983,train,-0.335235,4.364000
984,train,0.666850,2.389000
985,train,1.618371,2.317000
986,train,-0.755703,1.229000
987,train,0.267992,2.182000
988,train,3.283600,3.970000
989,train,-0.742758,2.603000
990,train,0.966482,4.357000
991,train,0.043440,1.640000
992,train,0.708009,4.405000
993,train,-0.273576,0.854000
994,train,-0.350188,1.019000
995,train,0.374668,1.594000
996,train,0.842160,1.903000
997,train,-0.388071,1.000000
998,train,-1.054754,1.396000
999,train,3.599083,5.000010
1000,train,0.111122,1.545000
1001,train,-0.160613,1.705000
1002,train,-0.826450,1.106000
1003,train,-0.164311,1.912000
1004,train,1.919113,2.872000
1005,train,0.093317,1.501000
1006,train,0.395961,2.383000
1007,train,-1.572968,1.542000
1008,train,0.094902,2.805000
1009,train,0.466127,1.619000
1010,train,1.011340,2.656000
1011,train,0.124226,1.227000
1012,train,0.750331,2.312000
1013,train,0.027853,3.191000
1014,train,0.276234,2.313000
1015,train,3.440681,5.000010
1016,train,-0.656636,1.212000
1017,train,0.098917,2.225000
1018,train,1.180626,4.500000
1019,train,-1.189961,1.021000
1020,train,0.103672,2.012000
1021,train,-0.961974,1.042000
1022,train,4.093310,5.000010
1023,train,-0.874848,1.320000
1024,train,0.338739,2.211000
1025,train,0.225248,1.516000
1026,train,-1.077368,1.469000
1027,train,0.226727,1.512000
1028,train,0.111704,1.651000
1029,train,0.519808,2.136000
1030,train,-0.524546,2.135000
1031,train,1.724783,5.000010
1032,train,1.611080,4.380000
1033,train,0.192014,1.838000
1034,train,-0.154906,3.500000
1035,train,-0.072007,1.593000
1036,train,-0.468540,1.291000
1037,train,-0.874214,0.766000
1038,train,-0.472503,2.250000
1039,train,-0.678193,2.308000
1040,train,2.672394,4.318000
1041,train,0.871695,1.910000
1042,train,-1.376525,0.847000
1043,train,-1.274023,1.525000
1044,train,-1.219338,0.676000
1045,train,-0.262322,1.982000
1046,train,-0.247686,3.063000
1047,train,-0.144762,1.221000
1048,train,1.229235,2.761000
1049,train,-0.714438,1.030000
1050,train,0.783565,4.091000
1051,train,-0.803414,1.352000
1052,train,-0.692036,1.216000
1053,train,-0.711691,1.828000
1054,train,-0.790575,2.280000
1055,train,-0.711479,1.100000
1056,train,-0.563063,1.112000
1057,train,-0.904806,0.847000
1058,train,2.067001,4.473000
1059,train,-1.047833,0.883000
1060,train,-1.421963,0.871000
1061,train,-0.466268,1.875000
1062,train,-0.513979,1.469000
1063,train,-0.722681,1.031000
1064,train,2.265188,3.437000
1065,train,-0.656636,0.982000
1066,train,-0.865496,2.625000
1067,train,-0.571729,0.774000
1068,train,-0.335235,1.351000
1069,train,-0.456229,1.347000
1070,train,-0.598622,2.313000
1071,train,-0.410738,1.586000
1072,train,-0.722681,1.016000
1073,train,-0.068150,1.220000
1074,train,2.064518,3.800000
1075,train,-0.408941,1.894000
1076,train,1.237213,4.400000
1077,train,-0.671958,0.700000
1078,train,-1.079746,0.700000
1079,train,0.385922,3.335000
1080,train,-0.893499,1.018000
1081,train,5.881857,5.000010
1082,train,0.375302,3.605000
1083,train,0.497194,1.695000
1084,train,-0.760405,2.056000
1085,train,-0.214981,1.663000
1086,train,-1.077315,0.325000
1087,train,1.504827,3.627000
1088,train,-0.962661,1.745000
1089,train,-0.165421,1.976000
1090,train,0.129298,1.830000
1091,train,-0.976716,1.583000
1092,train,-0.171285,1.002000
1093,train,-1.431949,0.875000
1094,train,-0.502514,4.611000
1095,train,0.841525,1.902000
1096,train,0.856531,2.323000
1097,train,0.205223,2.216000
1098,train,0.135902,2.269000
1099,train,0.183085,2.242000
1100,train,-0.873897,1.198000
1101,train,-0.597565,0.782000
1102,train,-1.058664,1.651000
1103,train,2.694163,2.139000
1104,train,-1.165551,0.697000
1105,train,-0.915320,1.058000
1106,train,-1.581898,0.750000
1107,train,-0.306968,0.917000
1108,train,1.130591,2.695000
1109,train,-0.819212,0.682000
1110,train,-0.223065,1.658000
1111,train,0.196188,1.546000
1112,train,1.167259,4.727000
1113,train,1.614673,3.459000
1114,train,1.154631,2.307000
1115,train,-1.048731,3.000000
1116,train,0.743039,2.494000
1117,train,-0.062232,4.357000
1118,train,0.768559,2.258000
1119,train,-1.184995,1.750000
1120,train,-1.128407,1.784000
1121,train,0.021830,2.760000
1122,train,-0.715865,1.159000
1123,train,-0.147139,2.143000
1124,train,-1.134061,1.183000
1125,train,-0.449044,5.000010
1126,train,0.250979,1.521000
1127,train,-0.729866,1.404000
1128,train,0.334037,2.226000
1129,train,0.726132,4.445000
1130,train,0.981012,5.000000
1131,train,-0.049023,1.633000
1132,train,-0.319807,1.938000
1133,train,-0.554557,0.905000
1134,train,-1.007202,1.152000
1135,train,-0.701969,1.470000
1136,train,1.044151,2.739000
1137,train,-0.309874,1.909000
1138,train,-0.945595,0.748000
1139,train,-1.568055,5.000010
1140,train,-1.170148,1.185000
1141,train,-1.004877,5.000010
1142,train,-0.788725,0.550000
1143,train,-0.774988,0.584000
1144,train,-0.975183,0.958000
1145,train,-1.043447,0.992000
1146,train,0.745259,1.674000
1147,train,-0.208059,0.705000
1148,train,-0.687598,0.675000
1149,train,-0.702127,0.757000
1150,train,-0.019752,1.830000
1151,train,3.429532,5.000010
1152,train,-0.582983,0.973000
1153,train,1.367612,2.300000
1154,train,-1.111447,0.829000
1155,train,-0.975183,0.522000
1156,train,-0.563380,1.148000
1157,train,0.330550,0.880000
1158,train,0.259750,2.242000
1159,train,-0.732138,1.500000
1160,train,1.986796,3.417000
1161,train,-0.664508,1.817000
1162,train,-0.442386,1.406000
1163,train,-0.890329,0.727000
1164,train,-0.563803,2.109000
1165,train,-0.652990,0.977000
1166,train,-0.815143,1.097000
1167,train,-0.804048,1.656000
1168,train,-0.146770,2.306000
1169,train,-0.366514,1.638000
1170,train,-1.153927,0.958000
1171,train,-1.308948,0.481000
1172,train,-1.218757,0.444000
1173,train,0.809243,2.379000
1174,train,1.650707,2.848000
1175,train,-0.990453,1.648000
1176,train,-0.576906,2.000000
1177,train,-1.166132,0.778000
1178,train,-0.188563,1.860000
1179,train,-0.267183,1.697000
1180,train,-0.428332,4.188000
1181,train,-0.963559,0.733000
1182,train,-0.887793,0.870000
1183,train,0.050044,1.682000
1184,train,0.168396,1.543000
1185,train,2.035194,2.250000
1186,train,0.686664,3.330000
1187,train,1.082933,2.259000
1188,train,-0.225020,1.381000
1189,train,-0.447511,1.127000
1190,train,-0.382999,2.316000
1191,train,0.042647,4.191000
1192,train,-0.530041,2.211000
1193,train,-0.578914,1.554000
1194,train,0.107318,1.517000
1195,train,0.804963,2.489000
1196,train,-0.590591,1.532000
1197,train,-0.396366,1.265000
1198,train,1.255495,2.400000
1199,train,-0.512869,1.861000
1200,train,2.143560,5.000010
1201,train,-0.743868,1.816000
1202,train,-0.086273,1.781000
1203,train,-0.835591,0.692000
1204,train,-1.056128,0.668000
1205,train,2.827309,5.000010
1206,train,-0.366778,1.813000
1207,train,1.994140,3.964000
1208,train,0.554204,1.875000
1209,train,0.996335,2.979000
1210,train,0.440977,3.454000
1211,train,0.375619,2.451000
1212,train,-0.168908,1.055000
1213,train,-1.437075,1.011000
1214,train,-0.557569,1.417000
1215,train,0.845647,4.309000
1216,train,-0.477945,2.863000
1217,train,-0.950826,1.130000
1218,train,1.967986,4.667000
1219,train,-0.279229,1.686000
1220,train,-0.086273,3.605000
1221,train,0.389092,2.564000
1222,train,-0.194322,1.139000
1223,train,1.393079,3.504000
1224,train,0.086395,2.091000
1225,train,-0.629108,1.315000
1226,train,1.140629,2.167000
1227,train,-0.940470,1.013000
1228,train,-0.037452,2.028000
1229,train,-0.267711,1.176000
1230,train,-0.066353,2.926000
1231,train,4.744934,5.000010
1232,train,-0.372643,1.303000
1233,train,-0.809384,0.924000
1234,train,-1.368441,1.125000
1235,train,-1.092532,1.542000
1236,train,-0.874584,1.040000
1237,train,-0.668101,1.216000
1238,train,-0.147139,2.063000
1239,train,0.312004,1.083000
1240,train,1.399314,3.494000
1241,train,-1.256534,0.833000
1242,train,0.872487,2.458000
1243,train,-0.637773,0.915000
1244,train,3.361110,5.000010
1245,train,-0.320652,5.000010
1246,train,-0.184177,1.905000
1247,train,-1.148696,1.083000
1248,train,-0.267447,0.896000
1249,train,3.596652,5.000010
1250,train,-0.054307,0.946000
1251,train,1.958846,0.675000
1252,train,1.152834,1.775000
1253,train,0.643761,2.613000
1254,train,0.707375,5.000010
1255,train,0.899169,1.684000
1256,train,0.426500,2.453000
1257,train,0.524827,2.400000
1258,train,-0.313203,1.565000
1259,train,0.221761,5.000010
1260,train,0.721641,2.356000
1261,train,0.330550,1.856000
1262,train,-1.155618,3.167000
1263,train,-0.481802,1.188000
1264,train,0.405365,2.485000
1265,train,0.491805,2.365000
1266,train,-0.974074,0.946000
1267,train,-0.333016,1.768000
1268,train,-0.310878,1.486000
1269,train,-0.438424,1.953000
1270,train,0.519385,2.159000
1271,train,-0.059960,1.266000
1272,train,-0.775517,1.739000
1273,train,0.027853,1.830000
1274,train,-0.754118,0.743000
1275,train,0.267992,2.247000
1276,train,-0.288687,1.016000
1277,train,0.826573,3.910000
1278,train,-0.168908,2.650000
1279,train,2.815949,5.000010
1280,train,0.586011,1.865000
1281,train,-0.630799,0.780000
1282,train,-0.321498,0.808000
1283,train,0.211722,1.896000
1284,train,0.010417,1.992000
1285,train,-0.206897,1.896000
1286,train,-0.524546,1.600000
1287,train,2.571636,3.753000
1288,train,-0.462992,1.667000
1289,train,0.128558,2.156000
1290,train,0.034986,2.286000
1291,train,-0.549115,1.713000
1292,train,1.261888,4.310000
1293,train,0.963682,2.751000
1294,train,1.140101,2.768000
1295,train,-1.048202,0.463000
1296,train,0.081006,1.440000
1297,train,-0.851125,0.943000
1298,train,-0.888427,1.576000
1299,train,0.125335,1.945000
1300,train,-0.071690,3.511000
1301,train,-0.369896,4.534000
1302,train,-0.563063,2.246000
1303,train,-0.557569,1.556000
1304,train,3.244660,2.420000
1305,train,-0.495169,0.700000
1306,train,-1.052905,0.713000
1307,train,-1.184995,0.668000
1308,train,0.484778,1.531000
1309,train,-0.764632,1.375000
1310,train,0.751282,2.304000
1311,train,0.452125,2.422000
1312,train,0.944238,3.019000
1313,train,1.014352,4.158000
1314,train,0.578033,1.565000
1315,train,-0.840610,0.786000
1316,train,2.413234,4.414000
1317,train,-0.607551,1.843000
1318,train,1.626085,2.765000
1319,train,-0.215456,2.328000
1320,train,-1.217489,0.604000
1321,train,0.617184,2.241000
1322,train,1.602838,4.390000
1323,train,-0.595188,1.231000
1324,train,1.428057,2.557000
1325,train,-0.967998,0.576000
1326,train,0.258534,1.998000
1327,train,-1.127192,0.513000
1328,train,1.284396,3.482000
1329,train,1.301039,3.628000
1330,train,0.179915,2.403000
1331,train,-0.722681,0.736000
1332,train,0.015278,1.726000
1333,train,0.073926,2.290000
1334,train,-0.113430,1.663000
1335,train,-0.940312,0.833000
1336,train,2.264131,5.000010
1337,train,1.551323,3.329000
1338,train,-1.100087,0.543000
1339,train,0.112760,2.417000
1340,train,0.677787,3.875000
1341,train,-0.141486,1.364000
1342,train,0.162320,0.983000
1343,train,-0.513556,1.760000
1344,train,-1.336317,0.630000
1345,train,-0.330321,2.369000
1346,train,-0.338987,0.972000
1347,train,-1.353435,2.200000
1348,train,-0.533370,1.058000
1349,train,0.615652,2.709000
1350,train,-0.335394,0.994000
1351,train,-1.020939,1.663000
1352,train,-0.573366,1.438000
1353,train,-0.445292,1.406000
1354,train,1.449085,3.309000
1355,train,-0.175459,1.569000
1356,train,1.677283,5.000010
1357,train,-1.779451,1.625000
1358,train,0.278982,1.248000
1359,train,-0.596614,2.161000
1360,train,-0.630641,1.714000
1361,train,0.821342,3.256000
1362,train,-1.104948,1.098000
1363,train,0.055169,2.762000
1364,train,-0.435993,1.299000
1365,train,-0.282399,2.923000
1366,train,1.443802,3.415000
1367,train,-0.856567,0.668000
1368,train,-0.214981,2.388000
1369,train,-0.687439,0.774000
1370,train,-0.629267,0.824000
1371,train,0.488159,3.599000
1372,train,1.280697,4.657000
1373,train,0.504855,2.140000
1374,train,-0.326412,1.071000
1375,train,0.193916,1.578000
1376,train,-0.399801,1.193000
1377,train,0.245959,2.329000
1378,train,0.651792,1.795000
1379,train,-1.317084,0.701000
1380,train,-1.184995,0.550000
1381,train,-0.964827,0.659000
1382,train,-0.675498,0.996000
1383,train,3.445700,5.000010
1384,train,0.685131,1.641000
1385,train,-1.284537,0.770000
1386,train,-0.144762,1.403000
1387,train,-0.574053,1.729000
1388,train,-0.407990,5.000010
1389,train,-0.531890,3.143000
1390,train,0.276234,5.000010
1391,train,4.490635,5.000010
1392,train,-0.965462,1.430000
1393,train,0.421216,2.806000
1394,train,-0.261688,3.750000
1395,train,-1.024585,1.375000
1396,train,1.820891,3.371000
1397,train,-0.164258,1.280000
1398,train,-0.476307,1.854000
1399,train,-1.073775,0.630000
1400,train,-0.186079,1.095000
1401,train,-1.428462,4.000000
1402,train,1.083831,1.519000
1403,train,-1.189116,0.563000
1404,train,-0.645646,1.025000
1405,train,-0.088809,2.250000
1406,train,-0.564543,1.455000
1407,train,0.081957,3.631000
1408,train,-1.015180,2.490000
1409,train,1.019794,4.153000
1410,train,0.709858,2.674000
1411,train,-0.889748,0.750000
1412,train,-0.863858,2.500000
1413,train,-0.971855,1.618000
1414,train,-1.303505,0.975000
1415,train,-0.450259,1.115000
1416,train,-0.977402,0.873000
1417,train,-0.681257,2.729000
1418,train,-0.276852,1.244000
1419,train,1.124990,2.287000
1420,train,0.463115,2.295000
1421,train,-0.868930,1.625000
1422,train,-0.508008,0.800000
1423,train,-0.901530,1.188000
1424,train,2.083855,2.442000
1425,train,0.059185,1.875000
1426,train,0.287805,2.460000
1427,train,-1.151180,1.026000
1428,train,-1.158101,1.167000
1429,train,-1.529907,1.375000
1430,train,1.780208,1.719000
1431,train,-0.640098,1.031000
1432,train,-0.221268,2.391000
1433,train,0.358394,1.940000
1434,train,-0.150891,2.199000
1435,train,1.607382,3.800000
1436,train,-0.546579,1.557000
1437,train,-1.020569,0.899000
1438,train,0.472573,0.893000
1439,train,-1.321205,0.550000
1440,train,-1.164811,0.498000
1441,train,-0.824601,1.464000
1442,train,1.108505,2.780000
1443,train,2.067793,2.887000
1444,train,-0.574053,1.292000
1445,train,0.529001,2.216000
1446,train,0.166970,0.856000
1447,train,-0.555349,1.604000
1448,train,-0.838233,0.576000
1449,train,-0.150310,3.485000
1450,train,0.970128,1.994000
1451,train,-1.087988,0.971000
1452,train,-0.798659,0.581000
1453,train,0.124437,3.010000
1454,train,-0.722681,0.742000
1455,train,-0.248901,2.494000
1456,train,1.271028,2.670000
1457,train,-0.465000,1.199000
1458,train,-1.303875,0.777000
1459,train,-0.447511,1.434000
1460,train,-1.073775,0.612000
1461,train,0.081587,2.068000
1462,train,1.554493,3.282000
1463,train,0.247914,3.606000
1464,train,-1.057449,1.078000
1465,train,-1.217119,0.515000
1466,train,-1.374306,0.675000
1467,train,-0.575903,1.841000
1468,train,-1.301339,2.000000
1469,train,-0.579126,3.540000
1470,train,-0.449361,3.938000
1471,train,0.074560,1.321000
1472,train,1.184272,3.065000
1473,train,-0.891438,1.349000
1474,train,1.346953,3.193000
1475,train,0.245959,3.039000
1476,train,-0.843358,3.500000
1477,train,0.171461,2.312000
1478,train,0.057864,1.313000
1479,train,-0.176305,1.208000
1480,train,-0.699116,1.352000
1481,train,-0.676449,0.689000
1482,train,-0.032855,4.250000
1483,train,-1.024585,1.605000
1484,train,-0.418505,1.510000
1485,train,2.579350,3.495000
1486,train,-0.910829,0.602000
1487,train,0.536081,3.964000
1488,train,0.069858,2.785000
1489,train,-0.257778,2.393000
1490,train,0.008515,2.249000
1491,train,-1.439452,0.913000
1492,train,-0.756126,1.114000
1493,train,-1.038217,1.508000
1494,train,-1.194347,0.647000
1495,train,1.435506,3.588000
1496,train,0.237347,2.328000
1497,train,-1.124867,0.544000
1498,train,-0.568558,0.982000
1499,train,0.066106,2.258000
1500,train,-0.039354,1.161000
1501,train,-0.898783,1.964000
1502,train,-0.920815,1.232000
1503,train,0.156244,1.564000
1504,train,-0.076075,1.668000
1505,train,0.263078,2.159000
1506,train,-0.485448,1.173000
1507,train,-0.662131,2.432000
1508,train,-0.099957,0.729000
1509,train,-0.161299,1.917000
1510,train,-0.689658,0.600000
1511,train,0.315703,1.954000
1512,train,-0.432083,1.116000
1513,train,-0.267447,2.685000
1514,train,-0.081095,2.600000
1515,train,-0.746245,0.894000
1516,train,2.310363,2.352000
1517,train,-0.107618,3.861000
1518,train,-1.555691,1.875000
1519,train,0.069858,2.234000
1520,train,-0.392456,1.203000
1521,train,-0.636294,1.358000
1522,train,-0.304379,3.074000
1523,train,0.482664,3.268000
1524,train,-1.670081,0.703000
1525,train,-0.983848,0.682000
1526,train,-0.409681,1.146000
1527,train,0.370335,1.772000
1528,train,-0.370424,0.819000
1529,train,-0.239708,0.906000
1530,train,-1.267524,0.568000
1531,train,0.519808,3.238000
1532,train,-0.153057,2.444000
1533,train,-0.564173,1.443000
1534,train,-0.810758,1.642000
1535,train,1.069195,2.376000
1536,train,0.633722,2.430000
1537,train,-0.631486,0.833000
1538,train,-0.931805,0.875000
1539,train,-0.361970,1.317000
1540,train,-1.364267,0.470000
1541,train,-1.024585,1.953000
1542,train,0.243054,1.841000
1543,train,-0.219736,1.288000
1544,train,-0.832738,1.182000
1545,train,-0.250222,2.128000
1546,train,-0.499766,1.413000
1547,train,-0.615001,2.271000
1548,train,-0.444922,0.808000
1549,train,0.789641,2.013000
1550,train,-0.495486,1.833000
1551,train,-0.757922,1.550000
1552,train,-0.355788,1.438000
1553,train,-0.056209,1.375000
1554,train,-0.056737,2.801000
1555,train,-0.408941,2.459000
1556,train,-0.309874,2.436000
1557,train,-0.040200,1.030000
1558,train,-0.729127,1.038000
